#Followers,#Friends,#Retweets,#Favorites,Positive_sentiment,Negative_sentiment,Post_hour
127,174,0,0,1,-4,1
23133,3220,189,264,1,-1,1
48,174,0,0,1,-1,1
122,292,0,0,2,-3,1
9340,9453,0,0,1,-1,1
41,1,0,0,1,-2,1
2343,3140,0,0,1,-1,1
251,430,0,0,4,-3,1
2121,2209,0,0,3,-2,1
763,707,0,0,1,-1,1
2839,2767,0,0,1,-1,1
1464,1703,0,0,2,-1,1
1439,837,1,0,2,-1,1
4,6,1,1,1,-1,1
3948,4484,1,1,1,-1,1
426,820,0,0,2,-1,1
1064,1138,0,0,3,-1,1
1333,389,3,3,1,-4,1
6559,66,13,23,2,-4,2
3366,2829,0,0,1,-1,2
5881,984,2,17,1,-1,2
165,166,2,5,2,-1,2
1185,2125,0,0,4,-2,2
671,1389,0,0,2,-1,2
1664592,668,8,13,1,-1,2
534,598,0,0,3,-1,2
597,1632,0,0,1,-1,2
750332,2927,6,20,1,-1,2
72,159,0,0,2,-1,2
89,580,0,0,2,-2,2
344,529,0,0,1,-2,2
26542,348,4,13,2,-3,2
67,210,0,0,2,-1,3
702,644,0,0,1,-1,3
375,262,0,0,1,-1,3
60,150,0,0,3,-1,3
538,500,0,0,3,-1,3
64,89,0,0,2,-1,3
42432,2912,12,12,1,-2,3
13219,7003,8,31,1,-4,3
7140,7387,0,0,2,-1,3
10483,180,9,46,1,-1,3
657,58,2,0,1,-1,3
260,377,0,0,3,-1,3
985,463,1,0,3,-3,3
8662,8627,4,5,1,-1,3
1781,1820,3,3,1,-1,3
296,150,0,0,2,-1,4
340,409,0,0,2,-1,4
6,14,3,3,1,-1,4
353,565,0,0,2,-1,4
1114,3739,0,0,1,-1,4
314,355,0,0,2,-3,4
11137,190,40,353,3,-2,4
1799,259,0,0,2,-1,4
1,8,0,0,1,-1,4
11,236,0,0,1,-1,4
4157,5001,2,6,4,-1,4
25,37,0,0,2,-1,5
67,37,0,0,2,-3,5
179202,77,0,0,2,-2,5
183,411,2,4,1,-1,5
84,338,0,0,1,-4,5
104362,143,13,74,1,-2,5
5978,50,25,152,2,-3,5
91,48,0,0,2,-3,6
14848,180,0,0,1,-1,6
975,559,23,29,1,-3,6
41378,531,2,0,1,-1,6
10587,11480,59,52,1,-2,6
5,42,0,0,3,-1,6
2020,2375,0,0,2,-1,7
28273,686,1,1,1,-1,7
2874,120,46,124,1,-1,7
12758,1344,4,3,2,-1,7
6007,4800,1,4,1,-1,7
3321,681,0,0,1,-1,7
10583,11479,3,2,1,-1,7
1018,742,0,0,1,-3,7
26250,325,5,31,1,-3,8
37476,184,0,0,1,-3,8
24740,1999,17,19,1,-1,8
10772,2860,6,6,2,-1,8
70,127,0,0,1,-1,8
1405,1495,0,0,2,-1,8
1534598,549,3,4,1,-1,8
1,8,0,0,2,-2,8
78,214,0,0,2,-1,8
200,197,0,0,1,-3,8
10541,3798,0,0,3,-1,8
629,846,0,0,2,-1,8
36,175,2,1,1,-1,8
10237,160,0,0,3,-1,8
111,457,0,0,2,-2,8
780,426,14,63,1,-2,8
3382,230,39,98,3,-1,8
28,87,1,2,2,-2,9
31,164,0,0,2,-1,9
354,94,0,0,3,-1,9
6,73,0,0,1,-1,9
364,732,0,0,3,-1,9
433,709,0,0,3,-1,9
66757,273,195,57,1,-1,10
11,21,0,0,1,-4,10
91,172,1,0,3,-1,10
65,59,0,0,2,-2,10
347,785,0,0,3,-1,10
145,552,0,0,1,-1,10
122,321,0,0,1,-1,10
830,893,0,0,1,-1,10
3347,5000,22,110,3,-1,10
1877,1403,0,0,1,-1,10
21531,22051,23,27,2,-3,10
12656425,61,48,115,1,-1,11
170,275,0,0,1,-1,11
8138,1558,2,1,1,-1,11
2187,594,6,8,1,-1,11
15179,687,186,274,1,-1,11
6,30,0,0,1,-1,11
1394,173,121,155,2,-4,11
1935,4999,0,0,1,-1,11
179,35,0,0,1,-1,11
3,17,0,0,1,-1,11
608,985,0,0,3,-4,11
326386,593,72,580,3,-1,11
703,176,20,42,2,-1,12
6493,1311,2,21,2,-2,12
597,69,7,11,3,-1,12
4174,3795,2,1,1,-1,12
1687,1175,0,0,3,-1,12
28297,1029,115,197,1,-2,12
409,73,0,0,3,-3,12
257,3,0,0,3,-1,12
1064,3849,0,0,2,-1,12
8641,1114,0,0,1,-1,12
197,22,2,4,1,-1,12
620,402,0,0,2,-4,12
6846,283,111,250,4,-1,12
2235,147,17,38,1,-1,12
1163,4994,22,53,1,-1,12
45962,18251,299,459,3,-4,12
45712,894,76,337,1,-1,12
12,235,0,0,1,-1,12
10502,4,6,8,1,-1,13
8179,8213,0,0,2,-1,13
1515,138,0,0,3,-1,13
121,346,0,0,3,-1,13
1560,1630,11,16,1,-1,13
482,506,2,1,3,-3,13
219,215,0,0,3,-2,13
1619,960,0,0,1,-1,13
104,269,3,14,1,-1,13
1449,3268,0,0,2,-2,13
128,345,0,0,1,-4,13
2082182,565,8,24,3,-2,13
130,105,0,0,1,-1,13
1048,2158,0,0,1,-1,13
1,74,0,0,1,-2,13
446,883,0,0,2,-4,13
4549,2799,0,0,1,-1,13
92401,585,23,37,3,-1,13
213,480,0,0,2,-3,13
4000,4009,0,0,2,-1,13
232,476,0,0,2,-1,13
2258,3240,8,4,2,-1,14
3,234,0,0,1,-3,14
1082,273,0,0,3,-5,14
1138,765,2,1,2,-3,14
945,882,0,0,2,-3,14
15,272,61,273,2,-4,14
113,834,2,22,2,-3,14
2434572,12184,68,225,1,-1,14
14037,1792,0,0,3,-1,14
208649,228644,189,415,2,-1,14
70,50,0,0,1,-1,14
4512,2545,20,23,1,-1,14
7620,3232,0,0,1,-3,14
534,484,0,0,2,-1,14
681,1555,0,0,2,-1,14
4285,101,0,0,1,-1,14
1088,4007,0,0,1,-1,14
919,1434,7,25,3,-3,14
7990,6403,0,0,1,-4,15
20,103,0,0,2,-1,15
175,595,0,0,2,-3,15
30838,1167,13,24,2,-1,15
17,87,0,0,3,-2,15
3131,997,7,31,3,-1,15
40712,701,2,10,2,-1,15
20653,3229,13,50,2,-1,15
3961,401,0,0,2,-2,15
39533,3386,102,215,1,-2,15
1043,458,0,0,1,-1,15
3911,4271,8,37,1,-1,15
373,387,0,0,3,-1,15
6650,183,1,17,1,-1,15
1,2,0,0,1,-2,15
1952,2994,22,82,2,-1,15
28,112,6,25,1,-4,15
422723,1134,406,444,1,-1,15
3395,40,1,0,1,-3,15
68331,4190,0,0,1,-1,15
1763,32,26,35,2,-1,15
84,410,0,0,2,-2,15
715,269,1,20,1,-1,15
52,12,0,0,1,-1,15
462,816,0,0,2,-4,15
1363,1070,0,0,1,-4,15
974,1923,0,0,1,-1,15
173,186,0,0,3,-1,15
3885,4351,0,0,2,-3,16
243522,82652,31,47,1,-1,16
877,893,1,0,1,-1,16
352,3,25,16,1,-3,16
23464,2040,3,2,2,-1,16
6,48,0,0,3,-1,16
605,696,0,0,2,-1,16
16492,10311,21,76,2,-3,16
2,28,0,0,2,-1,16
286520,6280,18,116,2,-1,16
1578,2065,2,6,1,-1,16
46812,346,11,39,1,-3,16
3692,1706,0,0,1,-1,16
46182,718,32,406,1,-1,16
351,906,0,0,2,-1,16
1763,283,1,0,1,-1,16
288,187,0,0,1,-1,16
167123,3991,23,35,1,-1,16
273,246,0,0,2,-1,16
8253,2047,24,31,1,-3,16
11258,11817,5,57,1,-1,16
64,140,0,0,1,-1,16
822,722,11,26,2,-1,16
240,328,0,0,1,-2,16
23,1,0,0,1,-1,16
55950,27396,24,31,3,-1,16
151,13,20,42,2,-1,16
123,237,0,0,1,-1,17
8952,691,0,0,1,-1,17
175417,2381,2,2,1,-2,17
1181,2036,0,0,2,-2,17
543,951,0,0,1,-2,17
1158153,702,95,446,1,-2,17
204668,4195,8,15,1,-1,17
3537,4996,3,7,1,-1,17
17696,837,1,0,1,-1,17
517,293,0,0,2,-1,17
151638,6514,44,165,2,-1,17
23824,202,186,244,3,-1,17
3168,1779,1,3,3,-1,17
3058879,739,9,54,1,-1,17
14,189,0,0,1,-1,17
17697,5238,2,21,2,-3,17
110,157,0,0,3,-1,17
100,112,16,60,3,-1,17
258532,673,85,837,1,-1,17
6526,6404,50,75,1,-1,17
1617154,2802,9,90,1,-1,17
38048,1819,3,0,1,-3,17
31,177,0,0,2,-4,17
802,549,1,3,1,-1,18
2564,1386,0,0,2,-1,18
219,418,0,0,1,-1,18
584,560,0,0,1,-1,18
139,15,0,0,2,-1,18
28496,19572,10,13,2,-3,18
47,63,0,0,2,-2,18
326195,88944,22,35,2,-1,18
135,315,4,2,1,-1,18
592630,370,5,15,1,-1,18
6435,7076,0,0,3,-1,18
57,121,0,0,1,-3,18
66586,487,273,1352,2,-5,18
597,1232,0,0,1,-1,18
3931,2864,2,2,3,-4,18
552,944,0,0,1,-1,18
450,390,0,0,1,-1,18
6753,2672,13,7,2,-2,18
3003,1224,0,0,1,-4,18
376,321,0,0,2,-1,18
68,137,1,1,1,-1,18
182,40,0,0,2,-3,18
1947,1705,0,0,1,-1,18
533,660,0,0,2,-1,18
1382,522,0,0,1,-1,19
387,447,0,0,1,-1,19
3705,1499,369,1558,1,-1,19
2441,4575,0,0,2,-2,19
1071,22,19,164,1,-1,19
129,204,0,0,1,-1,19
520,430,0,0,2,-3,19
21,32,1,0,3,-3,19
7,13,0,0,1,-3,19
5840,5138,6,7,1,-1,19
6340,1985,0,0,1,-1,19
15835,13470,6,4,1,-1,19
398,4,20,13,1,-1,19
19931,473,0,0,2,-1,19
14247,1002,1,1,1,-4,19
885,14,1,2,2,-1,19
532,514,0,0,1,-1,19
3300,1074,0,0,2,-1,19
2296,1285,0,0,1,-1,20
25178,22683,0,0,1,-1,20
68949,58987,148,189,1,-1,20
290,493,0,0,2,-1,20
521,318,0,0,2,-3,20
1400,528,0,0,2,-1,20
6093,6388,0,0,1,-1,20
351,281,0,0,2,-1,20
202,696,0,0,2,-2,20
2040,9,14,115,3,-1,20
315,587,0,0,3,-1,20
5724,5489,0,0,1,-1,20
146882,5352,39,117,1,-1,20
0,44,0,0,1,-1,20
608248,793,92,1099,3,-1,20
337,285,1,0,2,-2,20
947,2117,1,4,4,-3,20
341,807,0,0,2,-1,20
10672,10834,11,70,1,-1,20
376,115,0,0,2,-4,20
2099,4901,0,0,3,-1,20
25,208,0,0,1,-1,20
27591,32,167,260,3,-2,21
5105,5596,0,0,1,-1,21
759,1603,0,0,2,-1,21
72,425,0,0,2,-3,21
364,880,0,0,1,-1,21
14819,3638,251,1165,1,-3,21
14,37,0,0,1,-1,21
19,227,0,0,1,-3,21
607,447,0,0,2,-1,21
384,422,2,10,1,-1,21
165,28,0,0,2,-1,21
8862,7607,0,0,1,-1,21
3259,629,1,5,4,-1,22
12011,11331,2,0,1,-2,22
609,504,0,0,1,-1,22
80,1120,0,0,2,-1,22
975,705,0,0,1,-1,22
2527,5006,0,0,1,-1,22
1732,4751,0,0,2,-1,22
505,2063,0,0,1,-1,22
2115,4638,1,1,2,-1,22
139,311,2,10,1,-1,22
30361,22317,0,0,1,-1,22
2116,4638,0,0,2,-1,22
94,252,0,0,1,-1,22
252511,6278,62,92,2,-1,22
24,32,0,0,2,-2,22
291,148,0,0,1,-1,22
8932,6454,3,0,1,-1,23
45052,281,57,99,1,-1,23
17179,16644,4,4,1,-1,23
212,487,0,0,1,-1,23
102,109,0,0,2,-2,23
244563,1838,4,19,3,-2,23
1995,1580,3,23,2,-4,23
111335,749,54,837,1,-1,23
592,243,0,0,3,-1,23
436,866,0,0,2,-1,23
3388,3270,54,31,1,-3,23
64937,2981,18,32,1,-1,23
1137,1029,0,0,1,-1,23
4210,833,4,10,1,-1,23
31,90,0,0,2,-1,23
2100,212,3,9,2,-2,23
143,314,0,0,2,-1,23
1236,1289,9,64,1,-1,23
5666,1306,6,12,2,-4,23
2,18,0,0,3,-2,23
1047,912,0,0,2,-1,23
1024,16,1,0,1,-1,23
277,310,0,0,3,-1,23
7754,2887,112,374,2,-1,0
376,712,0,0,1,-3,0
9,27,0,0,1,-1,0
81,181,0,0,1,-1,0
43,197,0,0,1,-1,0
250,169,23,36,3,-1,0
30,72,0,0,1,-1,0
1233,679,0,0,1,-1,0
234,198,1,4,2,-1,0
51243,2018,108,327,1,-1,0
59094,16195,670,1111,1,-1,0
1297,1097,8,15,2,-1,0
39176,36628,1,1,3,-1,0
544,402,0,0,3,-1,0
76813,57252,24,53,2,-1,0
256,1101,0,0,1,-2,1
816,1728,0,0,3,-1,1
359842,41621,154,489,2,-3,1
29992,23071,78,181,2,-4,1
7580,900,0,0,1,-3,1
353,618,0,0,2,-1,1
6063,1181,14,110,2,-1,1
327,233,0,0,1,-3,1
11012,68,4,23,2,-1,1
2210,1795,0,0,2,-1,1
58,267,0,0,2,-2,1
45,65,0,0,2,-3,1
67,324,0,0,2,-1,1
6,49,0,0,1,-3,1
164,106,0,0,3,-1,2
10654,2602,25,42,1,-1,2
291,285,0,0,2,-1,2
695,530,0,0,1,-3,2
1,26,0,0,3,-3,2
460,1441,0,0,1,-1,2
41,171,0,0,1,-1,2
4411,4987,2,1,1,-1,2
17151,7754,156,73,2,-4,2
5,74,0,0,3,-1,2
589,720,0,0,1,-1,2
200506,1083,13,11,2,-1,2
56,375,0,0,1,-1,2
648,910,0,0,1,-1,2
5799,5006,0,0,1,-1,2
1846,1873,0,0,1,-1,2
217862,1907,623,1158,1,-2,3
990,487,0,0,2,-1,3
15455,7179,60,78,1,-1,3
187,1319,3,23,1,-1,3
1225,156,0,0,1,-1,3
2790548,463,16,91,2,-1,3
33891,0,732,2008,1,-2,3
1502,1331,0,0,2,-2,3
30299,1024,22,145,1,-1,3
86,0,0,0,1,-1,3
52,64,0,0,2,-3,3
1546,231,20,79,3,-1,3
2988,2903,60,67,1,-1,4
130,564,0,0,2,-2,4
69,308,0,0,1,-1,4
6018,895,3,38,3,-1,4
812,601,3,2,1,-1,4
55,70,0,0,3,-1,4
3191,3346,1,0,1,-1,4
49,118,1,0,2,-1,4
1041,213,27,62,4,-1,4
943,293,2,2,1,-4,4
5180,745,17,28,1,-1,4
752,307,0,0,2,-2,4
736,516,4,7,2,-1,4
39,108,0,0,2,-3,4
509,583,196,428,1,-1,4
152988,777,3950,6350,1,-1,4
250,650,1,1,1,-1,4
437,2802,0,0,1,-3,4
53,11,4,15,1,-1,4
510,729,0,0,3,-1,4
648812,1251,807,3859,1,-1,5
79782,5,6,75,3,-1,5
1781,3214,0,0,3,-1,5
58,213,1,0,1,-1,5
21526,51,123,205,2,-2,5
1534748,549,2,21,1,-1,5
114991,967,2,1,1,-1,5
806286,1252,26,26,3,-1,5
570591,23799,150,457,2,-2,5
327,672,0,0,2,-1,5
27429,3012,10,12,1,-3,6
3434,1178,10,23,2,-4,6
511,1319,1,3,2,-1,6
6800,4697,7,28,1,-1,6
623,620,0,0,1,-1,6
938,790,3,4,1,-1,6
129,422,0,0,2,-1,6
1985,2047,0,0,4,-2,7
18,106,0,0,1,-1,7
3929251,1456,40,61,3,-2,7
829,1157,0,0,2,-1,7
48440,1223,15,15,1,-1,7
484857,527,872,3113,2,-1,7
142,212,0,0,3,-1,7
1259,1,3,13,1,-1,7
138,333,0,0,1,-1,7
1797,1281,6,16,1,-1,7
1840,15,73,84,1,-1,7
261,218,40,85,2,-1,7
1276,0,0,0,1,-1,7
3461,3592,0,0,1,-1,7
115,15,0,0,3,-1,7
274,44,0,0,1,-1,7
90815,4028,22,9,3,-2,7
10430,224,2,3,3,-3,7
29,163,0,0,1,-2,7
1106,1008,0,0,1,-1,7
8207,7613,1,0,1,-1,7
2279,4795,0,0,1,-2,8
8,84,0,0,2,-1,8
11801,2331,1,0,3,-1,8
127,170,0,0,1,-4,8
272,87,0,0,1,-1,8
8712,8008,1,5,1,-1,8
290,283,0,0,2,-1,8
1765,1623,0,0,1,-1,8
960,954,0,0,3,-1,9
85,60,0,0,2,-1,9
734,230,0,0,2,-1,9
2094,252,0,0,1,-1,9
578,1359,0,0,2,-3,9
198,76,4,7,1,-1,9
60726,37,0,0,2,-4,9
1768,1638,1,35,1,-1,9
13028,320,1,1,1,-3,9
2961,2429,62,200,3,-1,9
51,312,0,0,2,-1,9
0,8,0,0,1,-2,9
5857,4184,11,18,3,-1,9
3,40,0,0,1,-1,9
314,284,0,0,2,-2,9
754,264,31,14,2,-1,9
13639,795,0,0,2,-3,10
270476,637,3,8,3,-2,10
11,81,6,2,1,-1,10
1263,360,13,13,1,-3,10
3393,1724,0,0,1,-1,10
125,218,0,0,3,-1,10
8,103,24,18,1,-4,10
2254,1164,5,33,1,-1,10
6,12,1,1,1,-1,10
63103,69314,13,80,2,-1,10
773,1054,0,0,2,-3,10
806,604,3,3,1,-1,10
152,811,0,0,1,-3,10
302,498,0,0,2,-1,10
749,1287,1,3,3,-1,10
16,21,0,0,1,-1,10
288,119,0,0,1,-1,10
248,210,0,0,1,-1,11
29622,6204,0,0,3,-2,11
2483,986,0,0,3,-1,11
1128,1135,2,1,1,-1,11
44347,21421,0,0,1,-1,11
200,156,3,2,1,-1,11
18733,614,69,171,1,-1,11
959,951,0,0,1,-1,11
158603,877,2,3,1,-1,11
2226,3862,0,0,2,-1,11
984,71,141,239,2,-2,11
43,852,0,0,1,-3,11
107132,345,64,190,2,-3,11
101,140,0,0,1,-1,11
584,1739,4,10,2,-1,11
539928,115,122,361,1,-1,11
399,187,1,7,4,-3,11
1085,616,41,80,1,-1,11
632156,225,74,250,1,-1,12
46825,282,335,409,2,-1,12
4513,4062,7,13,1,-1,12
1274,572,0,0,1,-1,12
51,157,0,0,1,-1,12
87855,278,261,730,1,-1,12
669381,372,6,16,2,-1,12
130636,1522,178,300,1,-3,12
529851,617,47,255,1,-1,12
15248,1400,1,0,1,-1,12
39666,1210,8,35,3,-3,12
157,367,0,0,2,-3,12
2494,435,3,33,2,-4,12
154,394,0,0,1,-3,12
7980,1183,15,20,1,-1,12
901,568,0,0,1,-1,12
154,720,0,0,1,-4,12
6874,875,0,0,1,-2,12
4467,4913,0,0,1,-2,12
1,16,0,0,1,-1,12
67,138,0,0,1,-1,12
1350,705,56,71,2,-1,12
122,127,0,0,1,-4,13
8,381,0,0,2,-2,13
29873,0,427,738,3,-1,13
112595,610,82,624,1,-1,13
9,63,1,2,1,-4,13
136,97,0,0,1,-1,13
263,1203,0,0,1,-2,13
2098,1256,2,8,2,-1,13
34417,1584,4,15,1,-1,13
599,1501,0,0,1,-1,13
130622,1522,37,59,1,-3,13
126536,1073,5,8,3,-2,13
1049,1266,0,0,1,-1,13
2581,69,18,14,2,-1,13
310,916,0,0,1,-4,13
819,464,0,0,2,-4,13
5277863,230,11,12,1,-1,13
4102,1037,8,33,2,-4,13
105,349,0,0,1,-1,13
271,134,0,0,3,-1,13
6055,4630,396,1036,2,-2,13
117090,1422,9,21,1,-2,13
2945,1346,9,10,3,-1,13
640,579,1,1,2,-1,13
249869,1516,1,3,1,-1,13
156286,3207,3108,11579,1,-1,14
308,351,0,0,1,-1,14
873,1241,0,0,1,-3,14
675,980,0,0,2,-1,14
1065,1115,0,0,3,-1,14
271,845,0,0,1,-1,14
4071,2703,35,57,1,-1,14
1666,36,1,2,1,-1,14
14835,14192,17,26,3,-1,14
695,591,1,1,2,-1,14
1977,488,15,27,2,-2,14
2152,1235,13,26,1,-1,14
339,789,0,0,1,-1,14
6,30,0,0,1,-1,14
10701,10622,21,49,2,-2,14
513,1201,64,54,1,-3,14
39920,2203,0,0,1,-2,14
5,56,0,0,2,-1,14
81,85,0,0,1,-2,14
0,76,0,0,1,-2,14
49,95,0,0,3,-1,14
59,216,0,0,1,-4,14
1294,517,0,0,3,-1,15
3633,2661,1,1,1,-1,15
327,306,2,5,2,-1,15
13,223,0,0,1,-2,15
25,0,0,0,1,-1,15
231,365,0,0,1,-1,15
1749,738,3,2,2,-1,15
9917,8486,113,102,2,-1,15
138,86,0,0,1,-1,15
480229,1765,2136,6306,1,-1,15
411,1151,0,0,1,-3,15
1151,1246,0,0,1,-1,15
91079,9,174,340,1,-1,15
2238,2946,0,0,2,-1,15
338,645,0,0,1,-1,15
2093,91,0,0,1,-1,15
1605,3438,0,0,1,-1,15
24815,26715,0,0,1,-3,15
196374,745,41,53,1,-1,15
49781,44549,227,191,2,-3,15
1017,148,45,306,3,-1,15
1949,584,0,0,3,-2,15
14,49,0,0,2,-2,15
25056,570,0,0,1,-2,15
746,774,16,21,2,-1,15
683,426,8,3,2,-1,15
355998,1131,21,34,1,-1,15
7295,663,0,0,3,-2,15
10846,11153,59,89,1,-1,15
332,330,0,0,1,-1,16
106881,197,0,0,2,-1,16
321,278,0,0,1,-1,16
1029,1006,1,1,1,-1,16
3566,3580,0,0,1,-1,16
37713,828,77,148,1,-1,16
5,0,0,0,1,-1,16
121,6,2,2,2,-1,16
2190,131,34,61,1,-2,16
5745,5783,116,265,1,-4,16
4697,4540,109,243,3,-2,16
282,189,0,0,2,-3,16
69800,3920,0,0,2,-1,16
389207,567,42,123,1,-3,16
277,132,0,0,3,-1,16
592,551,3,3,2,-3,16
70582,150,270,221,1,-1,16
366,79,0,0,1,-2,16
1836,1508,1,0,1,-1,16
9151,9997,2,5,1,-2,16
55546,523,29,81,1,-1,16
1,54,0,0,1,-1,16
284,314,0,0,1,-1,16
377,536,2,22,2,-2,17
85,167,0,0,3,-1,17
111,180,0,0,1,-1,17
3929847,1457,38,62,1,-1,17
29,143,0,0,1,-1,17
129,84,0,0,1,-1,17
35924,30145,19,33,1,-4,17
831,692,0,0,3,-1,17
1477,2289,3,10,1,-1,17
199,550,0,0,1,-1,17
517,365,7,5,1,-1,17
497,3025,0,0,1,-1,17
14,2,0,0,1,-1,17
5167,3568,1,1,1,-1,17
29666,927,2,2,1,-1,17
230,256,0,0,2,-4,17
2310,2034,4,7,2,-3,17
166,365,1,1,1,-1,17
3253,3963,0,0,2,-1,18
29,12,0,0,1,-1,18
7,2,0,0,2,-2,18
1762,3326,0,0,3,-1,18
77,243,0,0,1,-1,18
850,989,3,8,2,-5,18
205,34,0,0,1,-1,18
168,21,2,1,2,-1,18
38,85,0,0,2,-1,18
25893696,71,153,331,2,-1,18
12282,1623,19,25,1,-1,18
40036,15701,0,0,2,-4,18
49,150,0,0,2,-1,18
36904,447,13,16,2,-2,18
76,288,0,0,1,-1,18
2046,1602,0,0,1,-1,18
105,154,0,0,3,-1,18
271822,2827,15,52,2,-3,18
31,40,0,0,1,-3,18
40,147,3,1,2,-1,18
103,224,0,0,2,-2,18
47,97,4,47,1,-1,18
4647,5116,0,0,1,-1,18
2244,306,4,52,1,-1,18
1354,2091,65,725,1,-1,18
147,68,0,0,1,-3,18
821,653,0,0,1,-1,18
146949,135,193,1830,1,-1,18
391,152,0,0,1,-5,18
137148,290,16,87,1,-1,18
1161,878,0,0,2,-1,18
1557,4972,0,0,1,-1,19
1034,147,9,109,2,-1,19
479,1615,0,0,1,-1,19
268,260,0,0,1,-1,19
6603,3926,0,0,2,-1,19
4,47,0,0,1,-2,19
21305,550,0,0,1,-1,19
29953,23103,0,0,3,-1,19
306,203,0,0,1,-2,19
1188,1,0,0,1,-1,19
6384,1008,5,8,3,-1,19
807,481,0,0,1,-1,20
12,27,0,0,1,-1,20
13863,13633,6,4,2,-1,20
115027,16,13,64,1,-1,20
11911,4996,3,2,4,-3,20
202,390,0,0,2,-2,20
92061,1312,2,4,1,-1,20
109,96,0,0,1,-3,20
104,105,1,1,1,-1,20
1845526,406,167,1806,2,-1,20
1750,843,0,0,1,-2,20
1216,3791,2,0,1,-4,20
51515,44250,269,467,2,-1,20
6228,5166,0,0,1,-4,20
1030,586,0,0,1,-1,20
40,3,328,274,3,-1,20
302,861,20,37,2,-1,20
551,417,10,49,3,-1,20
58418,2296,1,8,3,-2,21
355392,36565,20,101,1,-1,21
3,106,0,0,1,-2,21
110981,1973,2,4,1,-1,21
54,125,0,0,1,-1,21
202,246,8,7,2,-1,21
37824,28214,1,1,1,-1,21
55264,472,0,0,1,-2,21
83,149,0,0,2,-1,21
957,372,0,0,2,-1,21
215,218,0,0,1,-1,21
966,450,0,0,2,-2,21
3800,4300,0,0,2,-2,21
129102,2317,21,74,2,-2,21
201,477,0,0,2,-3,21
11109,304,2,98,1,-1,21
8039,8052,1,2,1,-1,22
845,413,0,0,1,-1,22
3408722,258,39,126,1,-4,22
5386,2443,8,13,1,-1,22
63821,5287,10,67,1,-2,22
4311,4636,0,0,1,-1,22
389,733,0,0,1,-1,22
29,112,7,9,2,-1,22
129768,3232,0,0,1,-1,22
11858,561,13,15,2,-1,22
52,86,0,0,2,-1,22
228,139,0,0,1,-3,22
447,1,118,26,1,-1,23
24,38,0,0,1,-1,23
12,72,0,0,1,-1,23
604,485,0,0,3,-1,23
45127,111,2,187,1,-1,23
7563,460,0,0,1,-2,23
4277828,510,31,71,1,-1,23
171,2256,0,0,1,-1,23
2811,3417,0,0,3,-1,23
257,19,1,0,2,-1,23
6694,316,13,47,1,-1,23
569,117,0,0,3,-1,23
54,552,0,0,2,-1,23
1639,3133,0,0,1,-1,0
1681,81,0,0,1,-2,0
812,746,6,9,2,-1,0
663,2978,0,0,1,-2,0
42574,562,12,219,1,-2,0
79,328,0,0,2,-1,0
387,341,0,0,2,-1,0
12867,2864,22,77,1,-3,0
2235,2236,0,0,1,-4,0
3,52,0,0,2,-2,0
96,84,0,0,1,-3,0
695,427,0,0,1,-1,0
36,21,0,0,1,-1,0
972,106,0,0,1,-1,0
42,858,0,0,3,-1,0
1171,84,1,2,1,-1,1
21967,350,0,0,1,-1,1
2255,27,0,0,1,-1,1
235975,24485,106,596,1,-3,1
2628,2788,30,80,2,-4,1
151,235,0,0,1,-1,1
5144,35,17,136,3,-1,1
381,1195,2,3,3,-1,1
155,104,0,0,1,-1,1
19622,791,1,0,2,-1,2
1313,806,0,0,1,-1,2
11544,11164,84,97,1,-2,2
20322,264,383,1661,2,-4,2
62,86,0,0,1,-1,2
50,112,0,0,1,-1,2
62,271,0,0,1,-3,2
860,105,11,3,2,-1,2
6,16,0,0,2,-2,2
115,316,0,0,2,-1,2
30,173,0,0,2,-1,2
193878,741,9,7,1,-1,2
234,643,1,3,1,-1,2
733,985,0,0,1,-4,2
178,188,0,0,3,-1,2
3919,4986,0,0,2,-1,2
1891,742,0,0,1,-1,3
89,232,1,0,2,-1,3
43016654,1106,173,680,1,-4,3
2,39,0,0,3,-1,3
17384,1923,5,5,1,-1,3
1249,2132,0,0,2,-1,3
613,435,0,0,1,-1,3
23,195,0,0,2,-1,3
109,135,0,0,1,-2,4
979,679,0,0,2,-2,4
42,79,0,0,2,-3,4
73924,0,104,1131,3,-1,4
396,243,0,0,2,-1,4
12006,11290,0,0,1,-1,4
733,1743,8,35,2,-1,4
117,42,135,188,2,-4,4
1185062,1147,19,8,1,-1,4
701,478,0,0,1,-1,5
481,1146,1,0,2,-1,5
10262,2265,54,217,3,-3,5
2052,532,24,69,1,-1,5
4284,3036,101,307,1,-1,5
0,4,0,0,1,-1,5
2,47,0,0,1,-1,5
437,1047,0,0,1,-1,5
1497889,100,707,3532,4,-1,5
13748,13562,0,0,1,-1,5
1034,338,0,0,2,-1,5
0,0,0,0,3,-1,5
3392,1326,81,49,2,-1,5
587,646,0,0,1,-1,5
1049,587,7,20,1,-1,6
13,62,0,0,3,-1,6
32625,11426,7,11,2,-1,6
43440,38,52,65,3,-1,6
127,193,0,0,1,-1,6
18095,17595,11,11,1,-1,6
4040,841,37,217,1,-1,6
10,91,0,0,2,-1,6
208,258,0,0,2,-1,6
8804,8780,2,1,3,-1,6
2632,231,1,16,3,-3,6
4,105,0,0,2,-2,6
190,57,9,3,3,-1,6
13,10,3,3,1,-1,6
14,29,0,0,1,-1,7
5482,5201,0,0,1,-1,7
56,157,0,0,1,-1,7
